Name	Gender				
හරුෂා	Male				
හසරන්ද	Male				
හසිඳු	Male				
හසිත්	Male				
හස්මිත	Male				
හෙලිඳු	Male				
හේලිත	Male				
හේමංග	Male				
හෙසර	Male				
හේෂාද	Male				
හෙසිඳු	Male				
හිමංසක	Male				
හිමරු	Male				
හිමසාල්	Male				
හිමසංක	Male				
හිමෙත්	Male				
හිම්සර	Male				
හිරණ්‍ය	Male				
හිරුජ	Male				
හිරුක	Male				
හිරුන්	Male				
ඉමන්ඩිව්	Male				
ඉමයුරු	Male				
ඉමෙත්	Male				
ඉමිර	Male				
ඉන්දීප	Male				
ඉන්දිස	Male				
ඉඳුසාර	Male				
ඉනෝද්‍ය	Male				
ඉනෝෂ්	Male				
ඉන්ෂිත්	Male				
ඉන්සුක	Male				
ඉනුකා	Male				
ඉරෂ්	Male				
අයිරින්	Male				
ඉරිඳු	Male				
ඉසල	Male				
ඉෂිත	Male				
ඉසිඳු	Male				
ඉසිර	Male				
ඉසිත	Male				
ඉසුක	Male				
ඉසුල	Male				
ඉසුම්	Male				
ඉතාන්	Male				
ඉතික්ෂ	Male				
ජායිත්	Male				
ජනීෂ්	Male				
ජනෙන්	Male				
ජනිදු	Male				
ජනීරු	Male				
ජනෝද්	Male				
ජනුන	Male				
ජසෙත්	Male				
ජයන්	Male				
ජයෝද්	Male				
ජීවක	Male				
ජෙනල්	Male				
ජුවල්	Male				
ජනිදු	Male				
ජිතාර	Male				
ජිත්මින්	Male				
ජිත්මුක	Male				
ජිත්නුක	Male				
ජිතුම්	Male				
ජොනතන්	Male				
කල්හන්	Male				
කලිඳු	Male				
කල්මිර	Male				
කනිෂ්	Male				
කවීර	Male				
කවීශ්වර	Male				
කවිරු	Male				
කවිෂාන්	Male				
කව්මින	Male				
කෙහාන්	Male				
කෙමිනු	Male				
කෙමිර	Male				
කේමිත්	Male				
කේමිත	Male				
කෙන්	Male				
කෙන්සර	Male				
කේනුල	Male				
කේෂර	Male				
කේශ්වර	Male				
කෙත්සර	Male				
කියාන්	Male				
කිසල්	Male				
කිෂාල්	Male				
කිත්මාල්	Male				
කිත්මින්	Male				
කිත්මින	Male				
කිතුප	Male				
කෝමිත	Male				
කුචිල	Male				
කුලිඳු	Male				
කුලිත	Male				
කුෂාල්	Male				
කුෂිල්	Male				
කුෂ්මිත	Male				
කයිල්	Male				
ලකිදු	Male				
ලකිර	Male				
ලක්මිත්	Male				
ලක්මිත	Male				
ලක්විදු	Male				
ලසල්	Male				
ලසිත	Male				
ලවීන්	Male				
ලයන්	Male				
ලෙවිතු	Male				
ලෙව්මිත	Male				
ලිමිත	Male				
ලිනොද්	Male				
ලිසන්ස	Male				
ලිසාත්	Male				
ලිශිත්	Male				
ලිතික	Male				
ලිතුල	Male				
ලිතුල්ක	Male				
ලිවිනු	Male				
ලෝචන	Male				
ලෝතික	Male				
මදීෂ	Male				
මගිත	Male				
මහීම	Male				
මහිල	Male				
මහිම	Male				
මලිඳු	Male				
මලින්ස	Male				
මලිත	Male				
මල්මිත්	Male				
මන්දාර	Male				
මන්දිල්	Male				
මන්දිලු	Male				
මනෙත්	Male				
මනිදු	Male				
මනිත්	Male				
මන්මිත	Male				
මනෝද්‍ය	Male				
මනුධ	Male				
මනුජ	Male				
මනුජය	Male				
මනුක	Male				
මනුත්	Male				
ලකුණ	Male				
මතික	Male				
මයොන්	Male				
මයුෂ	Male				
මෙලන්	Male				
මෙලංක	Male				
මෙනාර්ත්	Male				
මෙනාත්	Male				
මෙනුදු	Male				
මෙනුක	Male				
මෙනුල	Male				
මෙනුර	Male				
මේසත්	Male				
මෙත්දම්	Male				
මෙත්දින	Male				
මෙතිල	Male				
මෙත්මික	Male				
මෙත්මිත	Male				
මෙත්නාද	Male				
මෙත්සිලු	Male				
මෙතුග	Male				
මෙතුජ	Male				
මෙතුක	Male				
මෙතුම්	Male				
මෙතුම	Male				
මෙවන්	Male				
මෙවින්	Male				
මිද්මාල්	Male				
මිහිජය	Male				
මිහිකල්ප	Male				
මිහිරු	Male				
මිහිසර	Male				
මිලිඳු	Male				
මිනාද	Male				
මිනාග	Male				
මින්දුල	Male				
මිනෙත්	Male				
මිනිදු	Male				
මිනිදුල	Male				
මිනිල	Male				
මිනෝද්	Male				
මිනුක්	Male				
මිනුක	Male				
මිනුල්	Male				
මිනුල	Male				
මිනුප	Male				
මිතීෂ	Male				
මිත්සර	Male				
මිතුරු	Male				
මියුර	Male				
මියුරු	Male				
මුදිත	Male				
නදුල්	Male				
නාදුල	Male				
නමිත	Male				
නන්දිල්	Male				
නන්විදු	Male				
නෂ්මික	Male				
නවීෂ්	Male				
නවිඳු	Male				
නෙහාන්	Male				
නෙහන්ද	Male				
නෙමින්	Male				
නේමිත	Male				
නෙතන්	Male				
නෙත්දුල	Male				
නෙත්මික	Male				
නෙත්මින	Male				
නෙත්සර	Male				
නෙත්සිළු	Male				
නෙතුජ	Male				
නෙතුක	Male				
නෙතුල්	Male				
නෙතුල	Male				
නිදුවර	Male				
නයිජල්	Male				
නිකේෂ්	Male				
නිකේෂ	Male				
නිකිල	Male				
නිකිත්	Male				
නිලොක්	Male				
නිම්දෙව්	Male				
නිමෙත්	Male				
නිමිසාදු	Male				
නිම්න	Male				
නිම්නාද	Male				
නිම්නත්	Male				
නිම්රා	Male				
නිම්සර	Male				
නිම්සත්	Male				
නිමුතු	Male				
නිරාෂ්	Male				
නිරේෂ්	Male				
නිශාක්‍ය	Male				
නිසිත්	Male				
නිසිත	Male				
නිසුර	Male				
නිතිජය	Male				
නිතික	Male				
නිතිල්	Male				
නිතිල	Male				
නිතිෂ්	Male				
නිතුල්ක	Male				
නුගාර	Male				
නුහන්ස	Male				
නුලාන්	Male				
නුරාන්	Male				
නුරේෂ්	Male				
නුතර	Male				
නුවනිදු	Male				
ඔකඳ	Male				
ඔකිඳු	Male				
ඔකිත	Male				
ඔකිත්ම	Male				
ඔලීන	Male				
ඔමල්මිත්	Male				
ඔමෙත්	Male				
ඔමිරු	Male				
ඔමිෂ්ක	Male				
ඔමිත	Male				
ඔමිත්ම	Male				
ඔනෙල්	Male				
ඕෂද්	Male				
ඔෂාන්	Male				
ඔෂානා	Male				
ඔශේන්	Male				
ඕෂිත	Male				
ඔසිරු	Male				
ඔවිඳු	Male				
පමිදු	Male				
පමිත්	Male				
පමෝද	Male				
පමුදිත	Male				
පන්සිළු	Male				
පසඳුල්	Male				
පවර	Male				
පවිත්	Male				
පැහැසර	Male				
පෙමිදු	Male				
පෙෂාන්	Male				
පිනිදු	Male				
පියුමික	Male				
පියුම්නෙත්	Male				
ප්‍රභාශ්වර	Male				
ප්‍රමිත්	Male				
ප්‍රමෝෂ	Male				
ප්‍රතික්	Male				
පුදිත්‍ය	Male				
පුලංග	Male				
පුලස්ති	Male				
පුලින්ද	Male				
පුලිඳු	Male				
පුලිංග	Male				
පුමිදු	Male				
පුවිඳු	Male				
රදාව	Male				
රදීශ්	Male				
රදීශාන්	Male				
රදිල්	Male				
රාදිෂ්ක	Male				
රාහිෂ්	Male				
රාජින්	Male				
රකිත	Male				
රකිතු	Male				
රමල්	Male				
රමිරු	Male				
රමිතු	Male				
රමුදිත	Male				
රන්දීප	Male				
රන්දිල	Male				
රන්දින	Male				
රන්දුල්	Male				
රන්හිරු	Male				
රංජින	Male				
රන්මිත්	Male				
රන්රුවන්	Male				
රන්සන්	Male				
රන්සික	Male				
රන්සිත්	Male				
රන්සිත	Male				
රන්සිතු	Male				
රන්තිස්	Male				
රන්තුල	Male				
රනුග	Male				
රනුක	Male				
රනුෂාන්	Male				
රනුවිත	Male				
රසදුන්	Male				
රෂාන්	Male				
රෂෙල්	Male				
රශෙන්	Male				
රශ්මින්	Male				
රශ්මින	Male				
රසිඳු	Male				
රත්ජිත	Male				
රවීෂා	Male				
රවේශ්	Male				
රවිජ	Male				
රවිශ්ක	Male				
රෙහාන්	Male				
රෙහෙන්දු	Male				
රෙසඳු	Male				
රෙශාන්	Male				
රිගාශ්	Male				
රිසාජ	Male				
රිසර	Male				
රිසිඳු	Male				
රිසිනු	Male				
රයිසන්	Male				
රිතිර	Male				
රිවින්	Male				
රිවිනික	Male				
රොමිත්	Male				
රොසිඳු	Male				
රෝවෙල්	Male				
රොවිනු	Male				
රුගීත්	Male				
රුමිකා	Male				
රුනේෂ්	Male				
රුෂෙව්	Male				
රුසිරු	Male				
රුවන්	Male				
රුවෙත්	Male				
රුවිරු	Male				
රුවිත්	Male				
සචෙන්	Male				
සචේතන	Male				
සදීර	Male				
සදීෂ්	Male				
සදේශ්	Male				
සදෙව්	Male				
සදිල්	Male				
සදුවර	Male				
සගිත්	Male				
සජන	Male				
සකිත්	Male				
සකුන්	Male				
සකුණ	Male				
සලීෂ	Male				
සලිඳු	Male				
සමාදිත්	Male				
සමිදු	Male				
සඳලු	Male				
සඳමිණ	Male				
සඳනෙත්	Male				
සඳනිකා	Male				
සඳයුරු	Male				
සන්දීර	Male				
සන්දීෂ	Male				
සන්දිල්	Male				
සඳුල්	Male				
සංහිත	Male				
සනිදු	Male				
සනිජය	Male				
සනිල	Male				
සනිතු	Male				
සන්මිර	Male				
සන්තුල්	Male				
සන්තුල	Male				
සනුග	Male				
සනුජ	Male				
සනුජය	Male				
සනුක	Male				
සනුප	Male				
සනුත්	Male				
සංයුග	Male				
සරිඳු	Male				
සෂේන්	Male				
සෂින්ත	Male				
සසිඳු	Male				
සසිත්	Male				
සස්මිත	Male				
සස්නිත	Male				
සස්විදු	Male				
සස්විරු	Male				
සතිර	Male				
සත්මල්	Male				
සත්මිදු	Male				
සත්මිර	Male				
සත්නිඳු	Male				
සත්සිළු	Male				
සවීන්	Male				
සවින්ද	Male				
සවිඳු	Male				
සවිනු	Male				
සයුල්	Male				
සේහස්	Male				
සේහත්	Male				
සේහිත	Male				
සෙමෙල්	Male				
සේමික	Male				
සෙමුතු	Male				
සෙනාල්	Male				
සෙනාන්	Male				
සෙනෙහස්	Male				
සෙනෙත්	Male				
සෙන්හිරු	Male				
සෙනිරු	Male				
සෙනිත්	Male				
සෙනීත	Male				
සෙනිතු	Male				
සෙනුහස්	Male				
සෙනුක්	Male				
සෙනුක	Male				
සෙනුකිත්	Male				
සෙනුල්	Male				
සෙනුල	Male				
සෙනුමිත	Male				
සෙනූප	Male				
සෙනුත්	Male				
සෙනූත	Male				
ශේෂාන්	Male				
සෙතිජ	Male				
සෙතුම්	Male				
සේවිතා	Male				
සෙව්මිත	Male				
ශාලුක්	Male				
ශාලුක	Male				
ශාමෙන්	Male				
ශනෙල්	Male				
ශනිල්	Male				
ශනිල්ක	Male				
ශනුක්	Male				
ශනුල්	Male				
ශෂේන්	Male				
ෂෂෙරා	Male				
ශෂිලා	Male				
ශෂ්විඳු	Male				
ශවිඳු	Male				
ෂෙලෝන්	Male				
ෂෙනාල්	Male				
ෂෙනිල්	Male				
ෂෙනෝයි	Male				
ශෙනුතා	Male				
ෂෙරාන්	Male				
ෂෙවෝන්	Male				
ෂෙයාල්	Male				
ශිරාන්	Male				
ශ්වේතිකා	Male				
සිහත්	Male				
සිහින	Male				
සිනාල්	Male				
සිතිජ	Male				
සිතිකා	Male				
සිතිල්	Male				
සිත්මිණ	Male				
සිත්මුක	Male				
සිතුක	Male				
සිතුමිණ	Male				
සියපත්	Male				
සියුම්	Male				
සෝයාල්	Male				
සුබත්	Male				
සුහස්	Male				
සුමල්	Male				
සුනේර	Male				
සුවහස්	Male				
සුවන්	Male				
තමේෂ්	Male				
තනුක	Male				
තත්සිලු	Male				
තවේෂ්	Male				
ටෙහාන්	Male				
තේනුක	Male				
ටෙෂාන්	Male				
තමිදු	Male				
තමෝද්	Male				
තනුල	Male				
තනුමිත	Male				
තනුත්	Male				
තරින්	Male				
තරින්ද්‍ර	Male				
තාරුක්	Male				
තරුල්ක	Male				
තෂේන්	Male				
තසිදු	Male				
තසිත්	Male				
තසිත	Male				
තස්වින	Male				
තත්මිර	Male				
තත්සර	Male				
තත්සිලු	Male				
තවීෂ්	Male				
තවේරු	Male				
තවිරු	Male				
තේඩන්	Male				
තේහාස්	Male				
තේජාන්	Male				
තේජන	Male				
තේමික	Male				
තේනුග	Male				
තේනුජ	Male				
තේනුක	Male				
තෙනුල	Male				
තේනුර	Male				
තෙපුල්	Male				
තේසත්	Male				
තේෂාල්	Male				
තේවින්	Male				
තේවිඳු	Male				
තේවිරු	Male				
තේජාන්	Male				
තෙව්මල්	Male				
තෙව්මින්	Male				
තෙව්මින	Male				
තිදාස්	Male				
තිහස්න	Male				
තිලක්ෂ	Male				
තිමත්	Male				
තිමුත්	Male				
තිනාල්	Male				
තිනාර	Male				
තිනෙත්	Male				
තිනුග	Male				
තිනුක්	Male				
තිනුක	Male				
තිනුර	Male				
තිසග	Male				
තිසල්	Male				
තිසත්	Male				
තිස්මිත	Male				
තිසුම්	Male				
තිසුර	Male				
තිවන්ත	Male				
තිවන්	Male				
තිවිඳු	Male				
තිවිරු	Male				
තිවන්දර	Male				
තුල්නිත්	Male				
තුමාල්	Male				
තුනිදු	Male				
තුවිඳු	Male				
තුවේෂ්	Male				
තිමූර්	Male				
ටිෂාන්	Male				
උදානෙත්	Male				
උදාරන්	Male				
උදිත්ම	Male				
උමේන්ද්‍ර	Male				
උමේෂ්	Male				
උමෙත්	Male				
උපේෂල	Male				
උෂින්ත	Male				
උෂ්මිත	Male				
උත්තර	Male				
ඌවෙන්	Male				
උවිඳු	Male				
වතීෂ	Male				
වත්සුක	Male				
වෙනුද	Male				
වෙනුක	Male				
වෙනුල්	Male				
වෙනුරක	Male				
වෙනුත්	Male				
වේතිල	Male				
වේතුග	Male				
වේතුජ	Male				
වේතුල	Male				
වෙතුන්	Male				
විභූෂිත	Male				
විදාස්	Male				
විදුසර	Male				
විහග	Male				
විහංස	Male				
විහස්	Male				
විකුම්	Male				
විල්හාන්	Male				
විමල්ෂ	Male				
විනිදුල්	Male				
විනෝන්	Male				
විනුග	Male				
විනුජ	Male				
විනුක	Male				
විනුල්	Male				
විනුර	Male				
විනුත්	Male				
විරාන්	Male				
විරුන	Male				
විශාල්	Male				
විශාන්	Male				
විශ්මික	Male				
විශ්මිත	Male				
විතුල	Male				
වියත්	Male				
වොලිෂ	Male				
වුෂාන්	Male				
වනුජිත	Male				
වසර	Male				
යලිඳු	Male				
යලිත	Male				
යසමින	Male				
යසඳු	Male				
යසාර	Male				
යසිර	Male				
යසිරු	Male				
යසිත්	Male				
යෙහාන්	Male				
යෙහෙන්	Male				
යෙන්සිත්	Male				
යෙනුක	Male				
යෙනුල්	Male				
යෙත්මින්	Male				
යෙතුල	Male				
යෙවින්	Male				
යොහාන්	Male				
යොමාෂ්	Male				
යොනාල්	Male				
යොෂුව	Male				
යුගන්ත	Male				
යුහන්ස	Male				
යුමාල්	Male				
යුමිරා	Male				
යුසල	Male				
යුවන්	Male				
